t,P
1,0.5
2,0.31529017857142855
3,0.23078264508928567
4,0.18989562988281244
5,0.16907569340297154
6,0.1579780834061759
7,0.1518220119178295
8,0.14828951028175655
9,0.14620505901361217
10,0.144947167931215
11,0.14417459921330483
12,0.14369363293336285
13,0.1433911113316449
14,0.1431993544977759
15,0.1430771052830627
16,0.14299883461200036
17,0.14294856223399213
18,0.14291619685791948
19,0.14289532365655827
20,0.14288184458670786
21,0.14287313195327692
22,0.14286749620862835
23,0.14286384878017674
24,0.1428614872287055
25,0.14285995776311378
26,0.14285896697404016
27,0.1428583250293352
28,0.14285790905098536
29,0.14285763947150934
30,0.14285746475434227
31,0.1428573515119114
32,0.1428572781109541
33,0.1428572305326766
34,0.14285719969179772
35,0.14285717969993678
36,0.14285716674049898
37,0.142857158339633
38,0.14285715289378206
39,0.14285714936349228
40,0.14285714707495914
41,0.1428571455913969
42,0.14285714462966137
43,0.14285714400620428
44,0.1428571436020397
45,0.1428571433400341
46,0.14285714317018502
47,0.14285714306007763
48,0.14285714298869873
49,0.14285714294242619
50,0.14285714291242924
51,0.1428571428929832
52,0.14285714288037696
53,0.1428571428722048
54,0.14285714286690704
55,0.14285714286347265
56,0.14285714286124626
57,0.14285714285980294
58,0.14285714285886733
59,0.1428571428582608
60,0.14285714285786758
61,0.14285714285761267
62,0.14285714285744744
63,0.14285714285734027
64,0.14285714285727089
65,0.14285714285722587
66,0.14285714285719667
67,0.14285714285717774
68,0.14285714285716547
69,0.14285714285715753
70,0.14285714285715237
71,0.14285714285714904
72,0.14285714285714687
73,0.14285714285714546
74,0.14285714285714454
75,0.14285714285714396
76,0.1428571428571436
77,0.14285714285714332
78,0.14285714285714318
79,0.14285714285714307
80,0.14285714285714302
81,0.14285714285714296
82,0.14285714285714293
83,0.14285714285714288
84,0.14285714285714288
85,0.14285714285714288
86,0.14285714285714288
87,0.14285714285714288
88,0.14285714285714288
89,0.14285714285714288
90,0.14285714285714288
91,0.14285714285714288
92,0.14285714285714288
93,0.14285714285714288
94,0.14285714285714288
95,0.14285714285714288
96,0.14285714285714288
97,0.14285714285714288
98,0.14285714285714288
99,0.14285714285714288
100,0.14285714285714288
101,0.14285714285714288
102,0.14285714285714288
103,0.14285714285714288
104,0.14285714285714288
