t,P
1,0.5
2,0.30000000000000004
3,0.2200000000000001
4,0.18800000000000006
5,0.17520000000000005
6,0.17008000000000004
7,0.1680320000000001
8,0.16721280000000005
9,0.16688512000000003
10,0.16675404800000004
11,0.16670161920000004
12,0.16668064768000004
13,0.16667225907200003
14,0.16666890362880002
15,0.16666756145152004
16,0.166667024580608
17,0.16666680983224316
18,0.16666672393289725
19,0.1666666895731589
20,0.16666667582926356
21,0.16666667033170543
22,0.16666666813268208
23,0.16666666725307278
24,0.16666666690122908
25,0.1666666667604916
26,0.1666666667041966
27,0.16666666668167865
28,0.16666666667267147
29,0.16666666666906857
30,0.1666666666676274
31,0.16666666666705096
32,0.16666666666682037
33,0.1666666666667281
34,0.16666666666669125
35,0.16666666666667648
36,0.16666666666667054
37,0.16666666666666818
38,0.16666666666666727
39,0.16666666666666693
40,0.16666666666666677
41,0.1666666666666667
42,0.1666666666666667
43,0.16666666666666666
44,0.16666666666666666
45,0.16666666666666666
46,0.16666666666666666
47,0.16666666666666666
48,0.16666666666666666
49,0.16666666666666666
50,0.16666666666666666
51,0.16666666666666666
52,0.16666666666666666
53,0.16666666666666666
54,0.16666666666666666
55,0.16666666666666666
56,0.16666666666666666
57,0.16666666666666666
58,0.16666666666666666
59,0.16666666666666666
60,0.16666666666666666
61,0.16666666666666666
62,0.16666666666666666
63,0.16666666666666666
64,0.16666666666666666
65,0.16666666666666666
66,0.16666666666666666
67,0.16666666666666666
68,0.16666666666666666
69,0.16666666666666666
70,0.16666666666666666
71,0.16666666666666666
72,0.16666666666666666
73,0.16666666666666666
74,0.16666666666666666
75,0.16666666666666666
76,0.16666666666666666
77,0.16666666666666666
78,0.16666666666666666
79,0.16666666666666666
80,0.16666666666666666
81,0.16666666666666666
82,0.16666666666666666
83,0.16666666666666666
84,0.16666666666666666
85,0.16666666666666666
86,0.16666666666666666
87,0.16666666666666666
88,0.16666666666666666
89,0.16666666666666666
90,0.16666666666666666
91,0.16666666666666666
92,0.16666666666666666
93,0.16666666666666666
94,0.16666666666666666
95,0.16666666666666666
96,0.16666666666666666
97,0.16666666666666666
98,0.16666666666666666
99,0.16666666666666666
100,0.16666666666666666
101,0.16666666666666666
102,0.16666666666666666
103,0.16666666666666666
104,0.16666666666666666
105,0.16666666666666666
106,0.16666666666666666
107,0.16666666666666666
108,0.16666666666666666
109,0.16666666666666666
110,0.16666666666666666
111,0.16666666666666666
112,0.16666666666666666
113,0.16666666666666666
114,0.16666666666666666
115,0.16666666666666666
116,0.16666666666666666
117,0.16666666666666666
118,0.16666666666666666
119,0.16666666666666666
120,0.16666666666666666
