t,P
1,0.5
2,0.3090718694885362
3,0.22502480158730165
4,0.18269177324350522
5,0.15885904045742524
6,0.14427077179756592
7,0.13478773540625225
8,0.12835282417893687
9,0.12384820941026826
10,0.12062135300147345
11,0.1182693034832737
12,0.11653199414933334
13,0.11523557164236989
14,0.11426047298845105
15,0.11352255208789025
16,0.11296146250332077
17,0.11253325723800128
18,0.11220553228223068
19,0.11195415506405443
20,0.11176100927320759
21,0.11161240874478638
22,0.11149796240523822
23,0.1114097499601461
24,0.11134171583556644
25,0.11128921903919069
26,0.11124869605339345
27,0.11121740669082346
28,0.11119324147358157
29,0.11117457502484165
30,0.11116015410921103
31,0.11114901190870524
32,0.11114040225139947
33,0.11113374906733268
34,0.1111286074973086
35,0.11112463393853221
36,0.11112156295570867
37,0.11111918947334089
38,0.11111735503477588
39,0.111115937195371
40,0.11111484133257253
41,0.11111399432075404
42,0.11111333964536452
43,0.11111283362834512
44,0.11111244251174386
45,0.11111214020421434
46,0.11111190653961114
47,0.11111172593123991
48,0.11111158633182466
49,0.11111147842971575
50,0.11111139502766158
51,0.11111133056266848
52,0.11111128073490059
53,0.11111124222085327
54,0.11111121245165946
55,0.11111118944173828
56,0.11111117165635183
57,0.11111115790923669
58,0.11111114728347903
59,0.11111113907035652
60,0.11111113272206685
61,0.1111111278151894
62,0.1111111240224438
63,0.11111112109086056
64,0.11111111882490822
65,0.11111111707345188
66,0.1111111157196725
67,0.11111111467327556
68,0.11111111386446831
69,0.11111111323930481
70,0.11111111275608782
71,0.11111111238258761
72,0.11111111209389252
73,0.11111111187074713
74,0.11111111169826798
75,0.11111111156495108
76,0.11111111146190446
77,0.11111111138225509
78,0.11111111132069047
79,0.11111111127310444
80,0.11111111123632303
81,0.11111111120789305
82,0.11111111118591821
83,0.11111111116893288
84,0.11111111115580415
85,0.11111111114565639
86,0.11111111113781272
87,0.11111111113174996
88,0.1111111111270638
89,0.11111111112344169
90,0.11111111112064193
91,0.11111111111847793
92,0.11111111111680524
93,0.11111111111551236
94,0.11111111111451305
95,0.11111111111374061
96,0.11111111111314356
97,0.11111111111268207
98,0.1111111111123254
99,0.11111111111204967
100,0.11111111111183658
101,0.11111111111167185
102,0.11111111111154452
103,0.1111111111114461
104,0.11111111111137006
105,0.11111111111131125
106,0.1111111111112658
107,0.11111111111123068
108,0.11111111111120353
109,0.11111111111118253
110,0.11111111111116632
111,0.11111111111115379
112,0.11111111111114409
113,0.11111111111113663
114,0.11111111111113085
115,0.11111111111112636
116,0.1111111111111229
117,0.11111111111112024
118,0.11111111111111817
119,0.11111111111111656
120,0.11111111111111532
121,0.11111111111111434
122,0.11111111111111363
123,0.11111111111111306
124,0.11111111111111262
125,0.1111111111111123
126,0.111111111111112
127,0.1111111111111118
128,0.11111111111111167
129,0.11111111111111154
130,0.11111111111111145
131,0.11111111111111135
132,0.11111111111111131
133,0.11111111111111129
134,0.11111111111111123
135,0.11111111111111122
136,0.11111111111111122
137,0.11111111111111119
138,0.11111111111111116
139,0.11111111111111116
140,0.11111111111111116
141,0.11111111111111116
142,0.11111111111111113
143,0.11111111111111113
144,0.11111111111111113
145,0.11111111111111113
146,0.11111111111111113
147,0.11111111111111113
148,0.11111111111111113
149,0.11111111111111113
150,0.11111111111111113
151,0.11111111111111113
152,0.11111111111111113
153,0.11111111111111113
154,0.1111111111111111
155,0.1111111111111111
156,0.1111111111111111
157,0.1111111111111111
158,0.1111111111111111
159,0.1111111111111111
160,0.1111111111111111
161,0.1111111111111111
162,0.1111111111111111
163,0.1111111111111111
164,0.1111111111111111
165,0.1111111111111111
166,0.1111111111111111
167,0.1111111111111111
168,0.1111111111111111
169,0.1111111111111111
170,0.1111111111111111
171,0.1111111111111111
172,0.1111111111111111
173,0.1111111111111111
174,0.1111111111111111
175,0.1111111111111111
176,0.1111111111111111
177,0.1111111111111111
178,0.1111111111111111
179,0.1111111111111111
180,0.1111111111111111
181,0.1111111111111111
182,0.1111111111111111
183,0.1111111111111111
184,0.1111111111111111
185,0.1111111111111111
186,0.1111111111111111
187,0.1111111111111111
188,0.1111111111111111
189,0.1111111111111111
190,0.1111111111111111
191,0.1111111111111111
192,0.1111111111111111
193,0.1111111111111111
194,0.1111111111111111
195,0.1111111111111111
196,0.1111111111111111
197,0.1111111111111111
198,0.1111111111111111
199,0.1111111111111111
200,0.1111111111111111
201,0.1111111111111111
202,0.1111111111111111
203,0.1111111111111111
204,0.1111111111111111
205,0.1111111111111111
206,0.1111111111111111
207,0.1111111111111111
208,0.1111111111111111
209,0.1111111111111111
210,0.1111111111111111
211,0.1111111111111111
212,0.1111111111111111
213,0.1111111111111111
214,0.1111111111111111
215,0.1111111111111111
216,0.1111111111111111
217,0.1111111111111111
218,0.1111111111111111
219,0.1111111111111111
220,0.1111111111111111
221,0.1111111111111111
222,0.1111111111111111
223,0.1111111111111111
224,0.1111111111111111
225,0.1111111111111111
226,0.1111111111111111
227,0.1111111111111111
228,0.1111111111111111
229,0.1111111111111111
230,0.1111111111111111
231,0.1111111111111111
232,0.1111111111111111
233,0.1111111111111111
234,0.1111111111111111
235,0.1111111111111111
236,0.1111111111111111
237,0.1111111111111111
238,0.1111111111111111
239,0.1111111111111111
240,0.1111111111111111
241,0.1111111111111111
242,0.1111111111111111
243,0.1111111111111111
244,0.1111111111111111
245,0.1111111111111111
246,0.1111111111111111
247,0.1111111111111111
248,0.1111111111111111
249,0.1111111111111111
250,0.1111111111111111
251,0.1111111111111111
252,0.1111111111111111
253,0.1111111111111111
254,0.1111111111111111
255,0.1111111111111111
256,0.1111111111111111
